Model,h(m),hw(m),Alpha,Cohesion,Friction,FOS
modelo_h_03_hwp_090_alpha_50_c_20_phi_15.hjs,3,2.7,50,20,15,1.192935176
modelo_h_03_hwp_090_alpha_50_c_20_phi_20.hjs,3,2.7,50,20,20,1.28263441
modelo_h_03_hwp_090_alpha_50_c_20_phi_25.hjs,3,2.7,50,20,25,1.377838025
modelo_h_03_hwp_090_alpha_50_c_20_phi_30.hjs,3,2.7,50,20,30,1.458894853
modelo_h_03_hwp_090_alpha_50_c_20_phi_35.hjs,3,2.7,50,20,35,1.464734248
modelo_h_03_hwp_090_alpha_50_c_20_phi_40.hjs,3,2.7,50,20,40,1.471224984
modelo_h_03_hwp_090_alpha_50_c_20_phi_45.hjs,3,2.7,50,20,45,1.47860007
modelo_h_03_hwp_090_alpha_55_c_00_phi_15.hjs,3,2.7,55,0,15,0.167892158
modelo_h_03_hwp_090_alpha_55_c_00_phi_20.hjs,3,2.7,55,0,20,0.235742607
modelo_h_03_hwp_090_alpha_55_c_00_phi_25.hjs,3,2.7,55,0,25,0.307576567
modelo_h_03_hwp_090_alpha_55_c_00_phi_30.hjs,3,2.7,55,0,30,0.384980792
modelo_h_03_hwp_090_alpha_55_c_00_phi_35.hjs,3,2.7,55,0,35,0.469978069
modelo_h_03_hwp_090_alpha_55_c_00_phi_40.hjs,3,2.7,55,0,40,0.565268956
modelo_h_03_hwp_090_alpha_55_c_00_phi_45.hjs,3,2.7,55,0,45,0.674614627
modelo_h_03_hwp_090_alpha_55_c_05_phi_15.hjs,3,2.7,55,5,15,0.440534606
modelo_h_03_hwp_090_alpha_55_c_05_phi_20.hjs,3,2.7,55,5,20,0.512196071
modelo_h_03_hwp_090_alpha_55_c_05_phi_25.hjs,3,2.7,55,5,25,0.588135585
modelo_h_03_hwp_090_alpha_55_c_05_phi_30.hjs,3,2.7,55,5,30,0.67002361
modelo_h_03_hwp_090_alpha_55_c_05_phi_35.hjs,3,2.7,55,5,35,0.760016187
modelo_h_03_hwp_090_alpha_55_c_05_phi_40.hjs,3,2.7,55,5,40,0.861002969
modelo_h_03_hwp_090_alpha_55_c_05_phi_45.hjs,3,2.7,55,5,45,0.976998316
modelo_h_03_hwp_090_alpha_55_c_10_phi_15.hjs,3,2.7,55,10,15,0.700336174
modelo_h_03_hwp_090_alpha_55_c_10_phi_20.hjs,3,2.7,55,10,20,0.772121824
modelo_h_03_hwp_090_alpha_55_c_10_phi_25.hjs,3,2.7,55,10,25,0.848138751
modelo_h_03_hwp_090_alpha_55_c_10_phi_30.hjs,3,2.7,55,10,30,0.930102659
modelo_h_03_hwp_090_alpha_55_c_10_phi_35.hjs,3,2.7,55,10,35,1.02018008
modelo_h_03_hwp_090_alpha_55_c_10_phi_40.hjs,3,2.7,55,10,40,1.121258984
modelo_h_03_hwp_090_alpha_55_c_10_phi_45.hjs,3,2.7,55,10,45,1.237373329
modelo_h_03_hwp_090_alpha_55_c_15_phi_15.hjs,3,2.7,55,15,15,0.960300375
modelo_h_03_hwp_090_alpha_55_c_15_phi_20.hjs,3,2.7,55,15,20,1.031782953
modelo_h_03_hwp_090_alpha_55_c_15_phi_25.hjs,3,2.7,55,15,25,1.107931461
modelo_h_03_hwp_090_alpha_55_c_15_phi_30.hjs,3,2.7,55,15,30,1.189979896
modelo_h_03_hwp_090_alpha_55_c_15_phi_35.hjs,3,2.7,55,15,35,1.237978491
modelo_h_03_hwp_090_alpha_55_c_15_phi_40.hjs,3,2.7,55,15,40,1.241738692
modelo_h_03_hwp_090_alpha_55_c_15_phi_45.hjs,3,2.7,55,15,45,1.245992924
modelo_h_03_hwp_090_alpha_55_c_20_phi_15.hjs,3,2.7,55,20,15,1.219508286
modelo_h_03_hwp_090_alpha_55_c_20_phi_20.hjs,3,2.7,55,20,20,1.239510876
modelo_h_03_hwp_090_alpha_55_c_20_phi_25.hjs,3,2.7,55,20,25,1.241781613
modelo_h_03_hwp_090_alpha_55_c_20_phi_30.hjs,3,2.7,55,20,30,1.244357375
modelo_h_03_hwp_090_alpha_55_c_20_phi_35.hjs,3,2.7,55,20,35,1.247275101
modelo_h_03_hwp_090_alpha_55_c_20_phi_40.hjs,3,2.7,55,20,40,1.250603978
modelo_h_03_hwp_090_alpha_55_c_20_phi_45.hjs,3,2.7,55,20,45,1.254447099
modelo_h_03_hwp_090_alpha_60_c_00_phi_15.hjs,3,2.7,60,0,15,0.137397965
modelo_h_03_hwp_090_alpha_60_c_00_phi_20.hjs,3,2.7,60,0,20,0.192894142
modelo_h_03_hwp_090_alpha_60_c_00_phi_25.hjs,3,2.7,60,0,25,0.251649555
modelo_h_03_hwp_090_alpha_60_c_00_phi_30.hjs,3,2.7,60,0,30,0.315007091
modelo_h_03_hwp_090_alpha_60_c_00_phi_35.hjs,3,2.7,60,0,35,0.384547429
modelo_h_03_hwp_090_alpha_60_c_00_phi_40.hjs,3,2.7,60,0,40,0.462414239
modelo_h_03_hwp_090_alpha_60_c_00_phi_45.hjs,3,2.7,60,0,45,0.551815958
modelo_h_03_hwp_090_alpha_60_c_05_phi_15.hjs,3,2.7,60,5,15,0.437334975
modelo_h_03_hwp_090_alpha_60_c_05_phi_20.hjs,3,2.7,60,5,20,0.494397535
modelo_h_03_hwp_090_alpha_60_c_05_phi_25.hjs,3,2.7,60,5,25,0.556137423
modelo_h_03_hwp_090_alpha_60_c_05_phi_30.hjs,3,2.7,60,5,30,0.623170873
modelo_h_03_hwp_090_alpha_60_c_05_phi_35.hjs,3,2.7,60,5,35,0.697171179
modelo_h_03_hwp_090_alpha_60_c_05_phi_40.hjs,3,2.7,60,5,40,0.780520601
modelo_h_03_hwp_090_alpha_60_c_05_phi_45.hjs,3,2.7,60,5,45,0.87397959
modelo_h_03_hwp_090_alpha_60_c_10_phi_15.hjs,3,2.7,60,10,15,0.738175659
modelo_h_03_hwp_090_alpha_60_c_10_phi_20.hjs,3,2.7,60,10,20,0.786811721
modelo_h_03_hwp_090_alpha_60_c_10_phi_25.hjs,3,2.7,60,10,25,0.842474506
modelo_h_03_hwp_090_alpha_60_c_10_phi_30.hjs,3,2.7,60,10,30,0.907805807
modelo_h_03_hwp_090_alpha_60_c_10_phi_35.hjs,3,2.7,60,10,35,0.981079112
modelo_h_03_hwp_090_alpha_60_c_10_phi_40.hjs,3,2.7,60,10,40,1.059258923
modelo_h_03_hwp_090_alpha_60_c_10_phi_45.hjs,3,2.7,60,10,45,1.061568542
modelo_h_03_hwp_090_alpha_60_c_15_phi_15.hjs,3,2.7,60,15,15,1.057144066
modelo_h_03_hwp_090_alpha_60_c_15_phi_20.hjs,3,2.7,60,15,20,1.059138713
modelo_h_03_hwp_090_alpha_60_c_15_phi_25.hjs,3,2.7,60,15,25,1.060223205
modelo_h_03_hwp_090_alpha_60_c_15_phi_30.hjs,3,2.7,60,15,30,1.061507256
modelo_h_03_hwp_090_alpha_60_c_15_phi_35.hjs,3,2.7,60,15,35,1.063008446
modelo_h_03_hwp_090_alpha_60_c_15_phi_40.hjs,3,2.7,60,15,40,1.064731159
modelo_h_03_hwp_090_alpha_60_c_15_phi_45.hjs,3,2.7,60,15,45,1.066711195
modelo_h_03_hwp_090_alpha_60_c_20_phi_15.hjs,3,2.7,60,20,15,1.066618903
modelo_h_03_hwp_090_alpha_60_c_20_phi_20.hjs,3,2.7,60,20,20,1.0664202
modelo_h_03_hwp_090_alpha_60_c_20_phi_25.hjs,3,2.7,60,20,25,1.066891837
modelo_h_03_hwp_090_alpha_60_c_20_phi_30.hjs,3,2.7,60,20,30,1.067739533
modelo_h_03_hwp_090_alpha_60_c_20_phi_35.hjs,3,2.7,60,20,35,1.06883604
modelo_h_03_hwp_090_alpha_60_c_20_phi_40.hjs,3,2.7,60,20,40,1.070200914
modelo_h_03_hwp_090_alpha_60_c_20_phi_45.hjs,3,2.7,60,20,45,1.071847288
modelo_h_04_hwp_010_alpha_15_c_00_phi_15.hjs,4,0.4,15,0,15,0.889375981
modelo_h_04_hwp_010_alpha_15_c_00_phi_20.hjs,4,0.4,15,0,20,1.251691605
modelo_h_04_hwp_010_alpha_15_c_00_phi_25.hjs,4,0.4,15,0,25,1.635208861
modelo_h_04_hwp_010_alpha_15_c_00_phi_30.hjs,4,0.4,15,0,30,2.048309899
modelo_h_04_hwp_010_alpha_15_c_00_phi_35.hjs,4,0.4,15,0,35,2.50171978
modelo_h_04_hwp_010_alpha_15_c_00_phi_40.hjs,4,0.4,15,0,40,3.009754931
modelo_h_04_hwp_010_alpha_15_c_00_phi_45.hjs,4,0.4,15,0,45,3.592337789
modelo_h_04_hwp_010_alpha_15_c_05_phi_15.hjs,4,0.4,15,5,15,1.707842725
modelo_h_04_hwp_010_alpha_15_c_05_phi_20.hjs,4,0.4,15,5,20,2.134534301
modelo_h_04_hwp_010_alpha_15_c_05_phi_25.hjs,4,0.4,15,5,25,2.567327954
modelo_h_04_hwp_010_alpha_15_c_05_phi_30.hjs,4,0.4,15,5,30,3.031124088
modelo_h_04_hwp_010_alpha_15_c_05_phi_35.hjs,4,0.4,15,5,35,3.538122695
modelo_h_04_hwp_010_alpha_15_c_05_phi_40.hjs,4,0.4,15,5,40,4.108919575
modelo_h_04_hwp_010_alpha_15_c_05_phi_45.hjs,4,0.4,15,5,45,4.765307672
modelo_h_04_hwp_010_alpha_15_c_10_phi_15.hjs,4,0.4,15,10,15,2.19918172
modelo_h_04_hwp_010_alpha_15_c_10_phi_20.hjs,4,0.4,15,10,20,2.635307991
modelo_h_04_hwp_010_alpha_15_c_10_phi_25.hjs,4,0.4,15,10,25,3.100207946
modelo_h_04_hwp_010_alpha_15_c_10_phi_30.hjs,4,0.4,15,10,30,3.603712738
modelo_h_04_hwp_010_alpha_15_c_10_phi_35.hjs,4,0.4,15,10,35,4.15239304
modelo_h_04_hwp_010_alpha_15_c_10_phi_40.hjs,4,0.4,15,10,40,4.741499174
modelo_h_04_hwp_010_alpha_15_c_10_phi_45.hjs,4,0.4,15,10,45,5.417681706
modelo_h_04_hwp_010_alpha_15_c_15_phi_15.hjs,4,0.4,15,15,15,2.690821528
modelo_h_04_hwp_010_alpha_15_c_15_phi_20.hjs,4,0.4,15,15,20,3.1267604
modelo_h_04_hwp_010_alpha_15_c_15_phi_25.hjs,4,0.4,15,15,25,3.591516001
modelo_h_04_hwp_010_alpha_15_c_15_phi_30.hjs,4,0.4,15,15,30,4.095882433
modelo_h_04_hwp_010_alpha_15_c_15_phi_35.hjs,4,0.4,15,15,35,4.653969664
modelo_h_04_hwp_010_alpha_15_c_15_phi_40.hjs,4,0.4,15,15,40,5.284629429
modelo_h_04_hwp_010_alpha_15_c_15_phi_45.hjs,4,0.4,15,15,45,6.004243301
modelo_h_04_hwp_010_alpha_15_c_20_phi_15.hjs,4,0.4,15,20,15,3.182628903
modelo_h_04_hwp_010_alpha_15_c_20_phi_20.hjs,4,0.4,15,20,20,3.618407369
modelo_h_04_hwp_010_alpha_15_c_20_phi_25.hjs,4,0.4,15,20,25,4.083007365
modelo_h_04_hwp_010_alpha_15_c_20_phi_30.hjs,4,0.4,15,20,30,4.587258138
modelo_h_04_hwp_010_alpha_15_c_20_phi_35.hjs,4,0.4,15,20,35,5.145235245
modelo_h_04_hwp_010_alpha_15_c_20_phi_40.hjs,4,0.4,15,20,40,5.776098986
modelo_h_04_hwp_010_alpha_15_c_20_phi_45.hjs,4,0.4,15,20,45,6.506964415
modelo_h_04_hwp_010_alpha_20_c_00_phi_15.hjs,4,0.4,20,0,15,0.643684413
modelo_h_04_hwp_010_alpha_20_c_00_phi_20.hjs,4,0.4,20,0,20,0.905909795
modelo_h_04_hwp_010_alpha_20_c_00_phi_25.hjs,4,0.4,20,0,25,1.183479859
modelo_h_04_hwp_010_alpha_20_c_00_phi_30.hjs,4,0.4,20,0,30,1.482461059
modelo_h_04_hwp_010_alpha_20_c_00_phi_35.hjs,4,0.4,20,0,35,1.810615762
modelo_h_04_hwp_010_alpha_20_c_00_phi_40.hjs,4,0.4,20,0,40,2.178305419
modelo_h_04_hwp_010_alpha_20_c_00_phi_45.hjs,4,0.4,20,0,45,2.599948788
modelo_h_04_hwp_010_alpha_20_c_05_phi_15.hjs,4,0.4,20,5,15,1.255530552
modelo_h_04_hwp_010_alpha_20_c_05_phi_20.hjs,4,0.4,20,5,20,1.56981582
modelo_h_04_hwp_010_alpha_20_c_05_phi_25.hjs,4,0.4,20,5,25,1.895151234
modelo_h_04_hwp_010_alpha_20_c_05_phi_30.hjs,4,0.4,20,5,30,2.239557608
modelo_h_04_hwp_010_alpha_20_c_05_phi_35.hjs,4,0.4,20,5,35,2.61056071
modelo_h_04_hwp_010_alpha_20_c_05_phi_40.hjs,4,0.4,20,5,40,3.029243417
modelo_h_04_hwp_010_alpha_20_c_05_phi_45.hjs,4,0.4,20,5,45,3.512026661
modelo_h_04_hwp_010_alpha_20_c_10_phi_15.hjs,4,0.4,20,10,15,1.631147618
modelo_h_04_hwp_010_alpha_20_c_10_phi_20.hjs,4,0.4,20,10,20,1.946496689
modelo_h_04_hwp_010_alpha_20_c_10_phi_25.hjs,4,0.4,20,10,25,2.282825499
modelo_h_04_hwp_010_alpha_20_c_10_phi_30.hjs,4,0.4,20,10,30,2.647782308
modelo_h_04_hwp_010_alpha_20_c_10_phi_35.hjs,4,0.4,20,10,35,3.050426204
modelo_h_04_hwp_010_alpha_20_c_10_phi_40.hjs,4,0.4,20,10,40,3.495229086
modelo_h_04_hwp_010_alpha_20_c_10_phi_45.hjs,4,0.4,20,10,45,4.003256545
modelo_h_04_hwp_010_alpha_20_c_15_phi_15.hjs,4,0.4,20,15,15,2.00309747
modelo_h_04_hwp_010_alpha_20_c_15_phi_20.hjs,4,0.4,20,15,20,2.322354228
modelo_h_04_hwp_010_alpha_20_c_15_phi_25.hjs,4,0.4,20,15,25,2.658384618
modelo_h_04_hwp_010_alpha_20_c_15_phi_30.hjs,4,0.4,20,15,30,3.023149801
modelo_h_04_hwp_010_alpha_20_c_15_phi_35.hjs,4,0.4,20,15,35,3.42683562
modelo_h_04_hwp_010_alpha_20_c_15_phi_40.hjs,4,0.4,20,15,40,3.883296699
modelo_h_04_hwp_010_alpha_20_c_15_phi_45.hjs,4,0.4,20,15,45,4.412155599
modelo_h_04_hwp_010_alpha_20_c_20_phi_15.hjs,4,0.4,20,20,15,2.3720449
modelo_h_04_hwp_010_alpha_20_c_20_phi_20.hjs,4,0.4,20,20,20,2.693414365
modelo_h_04_hwp_010_alpha_20_c_20_phi_25.hjs,4,0.4,20,20,25,3.034253221
modelo_h_04_hwp_010_alpha_20_c_20_phi_30.hjs,4,0.4,20,20,30,3.39882146
modelo_h_04_hwp_010_alpha_20_c_20_phi_35.hjs,4,0.4,20,20,35,3.802325694
modelo_h_04_hwp_010_alpha_20_c_20_phi_40.hjs,4,0.4,20,20,40,4.258628621
modelo_h_04_hwp_010_alpha_20_c_20_phi_45.hjs,4,0.4,20,20,45,4.787339386
modelo_h_04_hwp_010_alpha_25_c_00_phi_15.hjs,4,0.4,25,0,15,0.499462721
modelo_h_04_hwp_010_alpha_25_c_00_phi_20.hjs,4,0.4,25,0,20,0.702934786
modelo_h_04_hwp_010_alpha_25_c_00_phi_25.hjs,4,0.4,25,0,25,0.918313372
modelo_h_04_hwp_010_alpha_25_c_00_phi_30.hjs,4,0.4,25,0,30,1.150306259
modelo_h_04_hwp_010_alpha_25_c_00_phi_35.hjs,4,0.4,25,0,35,1.404935655
modelo_h_04_hwp_010_alpha_25_c_00_phi_40.hjs,4,0.4,25,0,40,1.690241953
modelo_h_04_hwp_010_alpha_25_c_00_phi_45.hjs,4,0.4,25,0,45,2.017413463
modelo_h_04_hwp_010_alpha_25_c_05_phi_15.hjs,4,0.4,25,5,15,0.982553884
modelo_h_04_hwp_010_alpha_25_c_05_phi_20.hjs,4,0.4,25,5,20,1.225831055
modelo_h_04_hwp_010_alpha_25_c_05_phi_25.hjs,4,0.4,25,5,25,1.482284386
modelo_h_04_hwp_010_alpha_25_c_05_phi_30.hjs,4,0.4,25,5,30,1.755331439
modelo_h_04_hwp_010_alpha_25_c_05_phi_35.hjs,4,0.4,25,5,35,2.04737337
modelo_h_04_hwp_010_alpha_25_c_05_phi_40.hjs,4,0.4,25,5,40,2.372165954
modelo_h_04_hwp_010_alpha_25_c_05_phi_45.hjs,4,0.4,25,5,45,2.748407007
modelo_h_04_hwp_010_alpha_25_c_10_phi_15.hjs,4,0.4,25,10,15,1.287024195
modelo_h_04_hwp_010_alpha_25_c_10_phi_20.hjs,4,0.4,25,10,20,1.529988834
modelo_h_04_hwp_010_alpha_25_c_10_phi_25.hjs,4,0.4,25,10,25,1.789100233
modelo_h_04_hwp_010_alpha_25_c_10_phi_30.hjs,4,0.4,25,10,30,2.070365905
modelo_h_04_hwp_010_alpha_25_c_10_phi_35.hjs,4,0.4,25,10,35,2.381709054
modelo_h_04_hwp_010_alpha_25_c_10_phi_40.hjs,4,0.4,25,10,40,2.731947238
modelo_h_04_hwp_010_alpha_25_c_10_phi_45.hjs,4,0.4,25,10,45,3.132744667
modelo_h_04_hwp_010_alpha_25_c_15_phi_15.hjs,4,0.4,25,15,15,1.591986869
modelo_h_04_hwp_010_alpha_25_c_15_phi_20.hjs,4,0.4,25,15,20,1.834644613
modelo_h_04_hwp_010_alpha_25_c_15_phi_25.hjs,4,0.4,25,15,25,2.093504662
modelo_h_04_hwp_010_alpha_25_c_15_phi_30.hjs,4,0.4,25,15,30,2.374554445
modelo_h_04_hwp_010_alpha_25_c_15_phi_35.hjs,4,0.4,25,15,35,2.685711358
modelo_h_04_hwp_010_alpha_25_c_15_phi_40.hjs,4,0.4,25,15,40,3.037512664
modelo_h_04_hwp_010_alpha_25_c_15_phi_45.hjs,4,0.4,25,15,45,3.445138897
modelo_h_04_hwp_010_alpha_25_c_20_phi_15.hjs,4,0.4,25,20,15,1.897220952
modelo_h_04_hwp_010_alpha_25_c_20_phi_20.hjs,4,0.4,25,20,20,2.139619233
modelo_h_04_hwp_010_alpha_25_c_20_phi_25.hjs,4,0.4,25,20,25,2.398236806
modelo_h_04_hwp_010_alpha_25_c_20_phi_30.hjs,4,0.4,25,20,30,2.679136209
modelo_h_04_hwp_010_alpha_25_c_20_phi_35.hjs,4,0.4,25,20,35,2.990033001
modelo_h_04_hwp_010_alpha_25_c_20_phi_40.hjs,4,0.4,25,20,40,3.341656216
modelo_h_04_hwp_010_alpha_25_c_20_phi_45.hjs,4,0.4,25,20,45,3.749122917
modelo_h_04_hwp_010_alpha_30_c_00_phi_15.hjs,4,0.4,30,0,15,0.466751962
modelo_h_04_hwp_010_alpha_30_c_00_phi_20.hjs,4,0.4,30,0,20,0.636158592
modelo_h_04_hwp_010_alpha_30_c_00_phi_25.hjs,4,0.4,30,0,25,0.816657384
modelo_h_04_hwp_010_alpha_30_c_00_phi_30.hjs,4,0.4,30,0,30,1.012284082
modelo_h_04_hwp_010_alpha_30_c_00_phi_35.hjs,4,0.4,30,0,35,1.228547221
modelo_h_04_hwp_010_alpha_30_c_00_phi_40.hjs,4,0.4,30,0,40,1.47281287
modelo_h_04_hwp_010_alpha_30_c_00_phi_45.hjs,4,0.4,30,0,45,1.755494855
modelo_h_04_hwp_010_alpha_30_c_05_phi_15.hjs,4,0.4,30,5,15,0.798808879
modelo_h_04_hwp_010_alpha_30_c_05_phi_20.hjs,4,0.4,30,5,20,0.993250964
modelo_h_04_hwp_010_alpha_30_c_05_phi_25.hjs,4,0.4,30,5,25,1.200566633
modelo_h_04_hwp_010_alpha_30_c_05_phi_30.hjs,4,0.4,30,5,30,1.421687216
modelo_h_04_hwp_010_alpha_30_c_05_phi_35.hjs,4,0.4,30,5,35,1.662005921
modelo_h_04_hwp_010_alpha_30_c_05_phi_40.hjs,4,0.4,30,5,40,1.927690139
modelo_h_04_hwp_010_alpha_30_c_05_phi_45.hjs,4,0.4,30,5,45,2.235460088
modelo_h_04_hwp_010_alpha_30_c_10_phi_15.hjs,4,0.4,30,10,15,1.055738661
modelo_h_04_hwp_010_alpha_30_c_10_phi_20.hjs,4,0.4,30,10,20,1.249842559
modelo_h_04_hwp_010_alpha_30_c_10_phi_25.hjs,4,0.4,30,10,25,1.456898707
modelo_h_04_hwp_010_alpha_30_c_10_phi_30.hjs,4,0.4,30,10,30,1.681690205
modelo_h_04_hwp_010_alpha_30_c_10_phi_35.hjs,4,0.4,30,10,35,1.930487142
modelo_h_04_hwp_010_alpha_30_c_10_phi_40.hjs,4,0.4,30,10,40,2.211823785
modelo_h_04_hwp_010_alpha_30_c_10_phi_45.hjs,4,0.4,30,10,45,2.535739122
modelo_h_04_hwp_010_alpha_30_c_15_phi_15.hjs,4,0.4,30,15,15,1.313171858
modelo_h_04_hwp_010_alpha_30_c_15_phi_20.hjs,4,0.4,30,15,20,1.506964606
modelo_h_04_hwp_010_alpha_30_c_15_phi_25.hjs,4,0.4,30,15,25,1.713750177
modelo_h_04_hwp_010_alpha_30_c_15_phi_30.hjs,4,0.4,30,15,30,1.938313769
modelo_h_04_hwp_010_alpha_30_c_15_phi_35.hjs,4,0.4,30,15,35,2.186908644
modelo_h_04_hwp_010_alpha_30_c_15_phi_40.hjs,4,0.4,30,15,40,2.468067886
modelo_h_04_hwp_010_alpha_30_c_15_phi_45.hjs,4,0.4,30,15,45,2.793939381
modelo_h_04_hwp_010_alpha_30_c_20_phi_15.hjs,4,0.4,30,20,15,1.570891016
modelo_h_04_hwp_010_alpha_30_c_20_phi_20.hjs,4,0.4,30,20,20,1.76440577
modelo_h_04_hwp_010_alpha_30_c_20_phi_25.hjs,4,0.4,30,20,25,1.970951528
modelo_h_04_hwp_010_alpha_30_c_20_phi_30.hjs,4,0.4,30,20,30,2.195288263
modelo_h_04_hwp_010_alpha_30_c_20_phi_35.hjs,4,0.4,30,20,35,2.443675504
modelo_h_04_hwp_010_alpha_30_c_20_phi_40.hjs,4,0.4,30,20,40,2.724645282
modelo_h_04_hwp_010_alpha_30_c_20_phi_45.hjs,4,0.4,30,20,45,3.050332578
modelo_h_04_hwp_010_alpha_35_c_00_phi_15.hjs,4,0.4,35,0,15,0.387868731
modelo_h_04_hwp_010_alpha_35_c_00_phi_20.hjs,4,0.4,35,0,20,0.528263497
modelo_h_04_hwp_010_alpha_35_c_00_phi_25.hjs,4,0.4,35,0,25,0.677802775
modelo_h_04_hwp_010_alpha_35_c_00_phi_30.hjs,4,0.4,35,0,30,0.840044873
modelo_h_04_hwp_010_alpha_35_c_00_phi_35.hjs,4,0.4,35,0,35,1.01926055
modelo_h_04_hwp_010_alpha_35_c_00_phi_40.hjs,4,0.4,35,0,40,1.221696718
modelo_h_04_hwp_010_alpha_35_c_00_phi_45.hjs,4,0.4,35,0,45,1.456080672
modelo_h_04_hwp_010_alpha_35_c_05_phi_15.hjs,4,0.4,35,5,15,0.674755616
modelo_h_04_hwp_010_alpha_35_c_05_phi_20.hjs,4,0.4,35,5,20,0.830702735
modelo_h_04_hwp_010_alpha_35_c_05_phi_25.hjs,4,0.4,35,5,25,0.996995685
modelo_h_04_hwp_010_alpha_35_c_05_phi_30.hjs,4,0.4,35,5,30,1.177505465
modelo_h_04_hwp_010_alpha_35_c_05_phi_35.hjs,4,0.4,35,5,35,1.377266822
modelo_h_04_hwp_010_alpha_35_c_05_phi_40.hjs,4,0.4,35,5,40,1.603131086
modelo_h_04_hwp_010_alpha_35_c_05_phi_45.hjs,4,0.4,35,5,45,1.864805852
modelo_h_04_hwp_010_alpha_35_c_10_phi_15.hjs,4,0.4,35,10,15,0.907442442
modelo_h_04_hwp_010_alpha_35_c_10_phi_20.hjs,4,0.4,35,10,20,1.066503543
modelo_h_04_hwp_010_alpha_35_c_10_phi_25.hjs,4,0.4,35,10,25,1.236228374
modelo_h_04_hwp_010_alpha_35_c_10_phi_30.hjs,4,0.4,35,10,30,1.416920043
modelo_h_04_hwp_010_alpha_35_c_10_phi_35.hjs,4,0.4,35,10,35,1.616444943
modelo_h_04_hwp_010_alpha_35_c_10_phi_40.hjs,4,0.4,35,10,40,1.842108777
modelo_h_04_hwp_010_alpha_35_c_10_phi_45.hjs,4,0.4,35,10,45,2.10360681
modelo_h_04_hwp_010_alpha_35_c_15_phi_15.hjs,4,0.4,35,15,15,1.139578655
modelo_h_04_hwp_010_alpha_35_c_15_phi_20.hjs,4,0.4,35,15,20,1.298317475
modelo_h_04_hwp_010_alpha_35_c_15_phi_25.hjs,4,0.4,35,15,25,1.467757457
modelo_h_04_hwp_010_alpha_35_c_15_phi_30.hjs,4,0.4,35,15,30,1.65181042
modelo_h_04_hwp_010_alpha_35_c_15_phi_35.hjs,4,0.4,35,15,35,1.855599148
modelo_h_04_hwp_010_alpha_35_c_15_phi_40.hjs,4,0.4,35,15,40,2.081686996
modelo_h_04_hwp_010_alpha_35_c_15_phi_45.hjs,4,0.4,35,15,45,2.342968926
modelo_h_04_hwp_010_alpha_35_c_20_phi_15.hjs,4,0.4,35,20,15,1.371992175
modelo_h_04_hwp_010_alpha_35_c_20_phi_20.hjs,4,0.4,35,20,20,1.530458674
modelo_h_04_hwp_010_alpha_35_c_20_phi_25.hjs,4,0.4,35,20,25,1.699647518
modelo_h_04_hwp_010_alpha_35_c_20_phi_30.hjs,4,0.4,35,20,30,1.883464397
modelo_h_04_hwp_010_alpha_35_c_20_phi_35.hjs,4,0.4,35,20,35,2.087038381
modelo_h_04_hwp_010_alpha_35_c_20_phi_40.hjs,4,0.4,35,20,40,2.317345857
modelo_h_04_hwp_010_alpha_35_c_20_phi_45.hjs,4,0.4,35,20,45,2.541685658
modelo_h_04_hwp_010_alpha_40_c_00_phi_15.hjs,4,0.4,40,0,15,0.330593239
modelo_h_04_hwp_010_alpha_40_c_00_phi_20.hjs,4,0.4,40,0,20,0.453812932
modelo_h_04_hwp_010_alpha_40_c_00_phi_25.hjs,4,0.4,40,0,25,0.581754708
modelo_h_04_hwp_010_alpha_40_c_00_phi_30.hjs,4,0.4,40,0,30,0.720552336
modelo_h_04_hwp_010_alpha_40_c_00_phi_35.hjs,4,0.4,40,0,35,0.874075202
modelo_h_04_hwp_010_alpha_40_c_00_phi_40.hjs,4,0.4,40,0,40,1.047585248
modelo_h_04_hwp_010_alpha_40_c_00_phi_45.hjs,4,0.4,40,0,45,1.24855607
modelo_h_04_hwp_010_alpha_40_c_05_phi_15.hjs,4,0.4,40,5,15,0.585342997
modelo_h_04_hwp_010_alpha_40_c_05_phi_20.hjs,4,0.4,40,5,20,0.715027555
modelo_h_04_hwp_010_alpha_40_c_05_phi_25.hjs,4,0.4,40,5,25,0.853383638
modelo_h_04_hwp_010_alpha_40_c_05_phi_30.hjs,4,0.4,40,5,30,1.003578525
modelo_h_04_hwp_010_alpha_40_c_05_phi_35.hjs,4,0.4,40,5,35,1.169805007
modelo_h_04_hwp_010_alpha_40_c_05_phi_40.hjs,4,0.4,40,5,40,1.357766002
modelo_h_04_hwp_010_alpha_40_c_05_phi_45.hjs,4,0.4,40,5,45,1.571879546
modelo_h_04_hwp_010_alpha_40_c_10_phi_15.hjs,4,0.4,40,10,15,0.802044265
modelo_h_04_hwp_010_alpha_40_c_10_phi_20.hjs,4,0.4,40,10,20,0.93509015
modelo_h_04_hwp_010_alpha_40_c_10_phi_25.hjs,4,0.4,40,10,25,1.076755736
modelo_h_04_hwp_010_alpha_40_c_10_phi_30.hjs,4,0.4,40,10,30,1.226649086
modelo_h_04_hwp_010_alpha_40_c_10_phi_35.hjs,4,0.4,40,10,35,1.392624077
modelo_h_04_hwp_010_alpha_40_c_10_phi_40.hjs,4,0.4,40,10,40,1.580364441
modelo_h_04_hwp_010_alpha_40_c_10_phi_45.hjs,4,0.4,40,10,45,1.797943342
